Date,Dose,ISOweek,Dead,Alive,MR,MR_adj,Cum_MR,Cumu_Adj_Deaths,Cumu_Person_Time
2021-12-20,2,2021-51,235.0,254575,0.0009231071393498969,0.000978400790223653,0.0007559614947806089,5448.7807080434395,7207749.0
2021-12-27,2,2021-52,201.0,254340,0.000790280726586459,0.0008397394184263524,0.0007588170057642033,5662.360031725998,7462089.0
2022-01-03,2,2022-01,196.0,254139,0.0007712314914279193,0.0008215733981734481,0.000760883928464063,5871.1538735644,7716228.0
2022-01-10,2,2022-02,210.0,253943,0.0008269572305596137,0.0008831675987700554,0.0007647800910543656,6095.428103098864,7970171.0
2022-01-17,2,2022-03,184.0,253733,0.0007251717356433732,0.0007764248232626819,0.000765139367237236,6292.432702779774,8223904.0
2022-01-24,2,2022-04,219.0,253549,0.0008637383700980876,0.0009271269823100535,0.0007699841947832098,6527.504822017506,8477453.0
2022-01-31,2,2022-05,208.0,253330,0.0008210634350451979,0.0008835521422115138,0.0007732794511333003,6751.335086203949,8730783.0
2022-02-07,2,2022-06,248.0,253122,0.0009797646984458087,0.0010570017939593467,0.0007812733431948052,7018.885494294526,8983905.0
2022-02-14,2,2022-07,216.0,252874,0.0008541803427794079,0.0009238510872941482,0.0007851766740487075,7252.503414142947,9236779.0
2022-02-21,2,2022-08,214.0,252658,0.0008469947517988744,0.0009183993874100859,0.0007887237532181524,7484.544366567205,9489437.0
2022-02-28,2,2022-09,215.0,252444,0.0008516740346373849,0.000925811854795744,0.0007922761543113964,7718.260014439261,9741881.0
2022-03-07,2,2022-10,171.0,252229,0.0006779553500985216,0.0007388374274701658,0.0007909274802791478,7904.616239932634,9994110.0
